ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster
460795,Male,Yes,61,Yes,Artist,1.0,2,3.0,1
464511,Male,Yes,52,Yes,Marketing,1.0,1,3.0,1
466399,Female,Yes,26,No,Entertainment,1.0,2,2.0,2
465603,Female,Yes,45,Yes,Homemaker,8.0,1,2.0,0
466079,Female,Yes,40,No,Engineer,1.0,1,2.0,1
459769,Male,No,42,Yes,Marketing,1.0,1,2.0,1
462450,Male,No,19,No,Healthcare,0.0,1,2.0,2
460587,Female,No,38,Yes,Artist,0.0,1,1.0,1
461490,Female,Yes,73,Yes,Artist,2.0,3,2.0,1
460895,Female,No,29,Yes,Doctor,9.0,1,5.0,0
465104,Male,Yes,35,Yes,Homemaker,9.0,2,4.0,0
467503,Female,No,26,Yes,Artist,1.0,1,4.0,2
460316,Female,No,39,No,Healthcare,4.0,1,3.0,2
467198,Male,No,28,Yes,Healthcare,1.0,1,5.0,2
460348,Female,No,37,Yes,Artist,1.0,1,2.0,1
467460,Female,Yes,36,Yes,Homemaker,8.0,2,2.0,0
466838,Male,Yes,41,No,Executive,0.0,1,3.0,2
463561,Female,No,39,Yes,Engineer,1.0,1,1.0,1
466170,Male,Yes,74,Yes,Lawyer,1.0,1,1.0,1
463578,Female,No,23,No,Healthcare,0.0,1,3.0,2
461352,Male,No,25,No,Healthcare,3.0,1,5.0,2
465814,Female,Yes,50,No,Artist,0.0,2,5.0,2
467690,Female,Yes,67,No,Lawyer,0.0,3,2.0,1
463809,Female,No,30,Yes,Healthcare,2.0,1,3.0,2
460701,Male,Yes,66,No,Entertainment,0.0,2,2.0,1
461592,Male,Yes,29,Yes,Entertainment,0.0,1,2.0,2
467692,Female,Yes,43,No,Artist,4.0,1,1.0,1
459033,Female,Yes,56,Yes,Artist,0.0,1,1.0,1
466424,Female,Yes,42,Yes,Engineer,1.0,3,3.0,1
459937,Female,No,39,Yes,Artist,7.0,1,1.0,0
466404,Female,No,40,Yes,Engineer,0.0,1,1.0,1
463504,Male,No,26,Yes,Healthcare,0.0,1,1.0,1
459944,Female,Yes,39,Yes,Artist,0.0,1,1.0,1
464073,Female,No,46,Yes,Engineer,1.0,1,2.0,1
462169,Female,Yes,40,Yes,Artist,1.0,3,3.0,2
463032,Female,Yes,78,No,Lawyer,0.0,3,2.0,1
467374,Female,Yes,45,Yes,Homemaker,8.0,3,4.0,0
459269,Male,Yes,58,Yes,Artist,0.0,2,2.0,1
466769,Female,No,31,Yes,Entertainment,0.0,1,4.0,2
465792,Female,Yes,57,Yes,Engineer,1.0,1,4.0,1
462280,Male,No,32,Yes,Healthcare,0.0,1,4.0,2
464616,Male,Yes,27,No,Entertainment,6.0,1,4.0,0
465202,Male,No,27,No,Entertainment,6.0,1,4.0,0
464384,Male,No,25,Yes,Healthcare,9.0,1,4.0,0
466655,Male,Yes,57,No,Executive,1.0,1,2.0,1
466600,Male,No,18,No,Healthcare,11.0,1,1.0,0
467815,Female,Yes,69,Yes,Artist,0.0,1,2.0,1
464966,Male,Yes,59,No,Engineer,1.0,1,2.0,1
467803,Female,Yes,36,Yes,Entertainment,7.0,2,2.0,0
466810,Male,No,19,No,Healthcare,1.0,1,3.0,2
459896,Female,Yes,40,Yes,Artist,9.0,1,2.0,0
464862,Female,No,20,No,Engineer,8.0,1,5.0,0
461751,Female,Yes,63,Yes,Artist,1.0,2,3.0,1
466965,Female,No,42,Yes,Homemaker,1.0,1,1.0,1
465157,Male,Yes,42,Yes,Entertainment,3.0,2,4.0,2
462544,Male,Yes,30,Yes,Entertainment,3.0,2,3.0,2
464652,Female,Yes,25,No,Engineer,7.0,2,2.0,0
466401,Male,Yes,48,No,Executive,1.0,2,4.0,2
461902,Female,Yes,52,Yes,Artist,0.0,1,3.0,1
463164,Male,Yes,35,Yes,Artist,8.0,2,2.0,0
461660,Female,Yes,74,No,Lawyer,0.0,1,1.0,1
466054,Female,Yes,33,No,Homemaker,8.0,2,4.0,0
464725,Male,Yes,45,No,Executive,11.0,3,9.0,0
463507,Male,Yes,49,No,Artist,1.0,1,1.0,1
465888,Male,Yes,37,Yes,Doctor,8.0,2,2.0,0
466103,Female,Yes,40,No,Engineer,0.0,1,5.0,2
461261,Female,No,29,No,Artist,0.0,1,3.0,2
462203,Male,Yes,72,No,Executive,2.0,3,7.0,2
463303,Female,Yes,49,Yes,Homemaker,2.0,2,4.0,2
465943,Male,No,26,No,Healthcare,0.0,1,4.0,2
462997,Male,Yes,55,Yes,Entertainment,0.0,2,4.0,1
460338,Male,No,28,Yes,Entertainment,14.0,1,2.0,0
460000,Male,No,52,Yes,Entertainment,1.0,1,1.0,1
462531,Female,Yes,59,No,Homemaker,1.0,3,2.0,1
459417,Male,No,19,No,Healthcare,1.0,1,2.0,2
466479,Male,Yes,52,Yes,Artist,1.0,2,3.0,1
460122,Female,No,41,No,Artist,0.0,1,1.0,1
466087,Male,No,22,No,Healthcare,8.0,3,6.0,2
459350,Female,Yes,56,Yes,Engineer,0.0,3,2.0,1
460676,Female,Yes,51,Yes,Marketing,9.0,2,1.0,0
463179,Male,Yes,57,Yes,Entertainment,0.0,1,2.0,1
461137,Male,Yes,60,Yes,Entertainment,0.0,1,4.0,1
467555,Male,No,27,No,Entertainment,14.0,1,3.0,0
464211,Male,Yes,50,Yes,Doctor,0.0,2,3.0,1
461413,Female,No,40,Yes,Artist,2.0,1,1.0,1
467660,Female,Yes,69,Yes,Artist,9.0,3,2.0,0
461193,Female,No,41,Yes,Marketing,1.0,1,1.0,1
460772,Male,Yes,70,No,Entertainment,1.0,1,1.0,1
465702,Male,No,32,Yes,Entertainment,1.0,1,1.0,1
459001,Female,No,20,No,Marketing,1.0,1,4.0,2
467006,Female,No,73,Yes,Lawyer,0.0,1,1.0,1
466927,Male,No,19,No,Engineer,7.0,1,5.0,2
464107,Male,Yes,70,No,Artist,1.0,2,2.0,1
460605,Male,Yes,33,Yes,Doctor,9.0,2,2.0,0
459847,Female,Yes,49,Yes,Artist,1.0,2,5.0,2
459720,Male,No,25,No,Doctor,6.0,1,1.0,0
463294,Female,Yes,35,Yes,Engineer,5.0,1,2.0,0
463751,Female,Yes,39,Yes,Doctor,5.0,1,2.0,0
465209,Male,Yes,47,Yes,Artist,0.0,2,2.0,1
461222,Female,No,48,Yes,Artist,1.0,1,1.0,1
464813,Male,Yes,45,Yes,Engineer,5.0,2,5.0,2
462855,Male,No,20,No,Healthcare,5.0,1,5.0,2
463777,Female,Yes,46,Yes,Artist,2.0,1,2.0,1
461672,Female,No,26,No,Engineer,1.0,1,2.0,2
467711,Female,No,31,Yes,Artist,1.0,1,1.0,1
459662,Male,Yes,51,Yes,Entertainment,0.0,3,5.0,2
466515,Male,Yes,52,No,Executive,9.0,2,4.0,0
464946,Male,Yes,53,Yes,Executive,9.0,1,1.0,0
460880,Male,No,42,Yes,Artist,4.0,1,2.0,1
459537,Female,No,47,Yes,Homemaker,9.0,1,3.0,0
463635,Female,Yes,41,Yes,Artist,0.0,1,3.0,2
467650,Male,Yes,52,Yes,Artist,2.0,2,4.0,1
467891,Female,No,30,Yes,Doctor,0.0,1,5.0,2
459052,Male,Yes,47,No,Artist,0.0,1,2.0,1
466439,Male,Yes,61,No,Engineer,0.0,1,4.0,1
464571,Male,No,33,No,Healthcare,0.0,1,2.0,1
460758,Male,Yes,31,No,Executive,9.0,2,2.0,0
462001,Female,Yes,31,No,Entertainment,0.0,2,2.0,2
460172,Male,Yes,47,Yes,Artist,1.0,2,3.0,1
461381,Male,Yes,31,Yes,Entertainment,0.0,2,2.0,2
464275,Male,No,30,No,Doctor,0.0,1,5.0,2
463571,Female,No,32,Yes,Marketing,0.0,1,3.0,2
460017,Male,Yes,41,Yes,Artist,7.0,3,2.0,0
462171,Female,Yes,37,No,Engineer,3.0,3,2.0,1
460436,Female,No,51,No,Entertainment,1.0,1,1.0,1
459527,Male,Yes,46,Yes,Artist,1.0,2,4.0,2
459278,Male,Yes,65,No,Executive,1.0,3,2.0,1
466851,Male,No,38,Yes,Healthcare,8.0,1,1.0,0
460483,Female,No,38,Yes,Executive,0.0,3,1.0,1
466133,Female,No,21,No,Healthcare,7.0,1,5.0,2
459678,Male,No,21,No,Healthcare,0.0,1,5.0,2
464012,Female,Yes,75,Yes,Lawyer,3.0,3,2.0,1
464897,Male,Yes,68,No,Executive,0.0,3,2.0,1
463593,Female,No,22,No,Doctor,1.0,1,5.0,2
464559,Female,No,35,Yes,Healthcare,9.0,1,1.0,0
463572,Male,Yes,35,Yes,Artist,1.0,2,4.0,2
466496,Male,Yes,72,Yes,Artist,0.0,2,2.0,1
461132,Male,Yes,68,Yes,Artist,2.0,1,1.0,1
459165,Male,No,27,No,Doctor,7.0,1,3.0,0
461073,Female,No,33,No,Entertainment,1.0,1,1.0,1
467868,Female,Yes,69,Yes,Entertainment,1.0,3,2.0,1
459825,Male,No,22,No,Healthcare,0.0,1,5.0,2
463300,Male,Yes,47,No,Entertainment,1.0,1,2.0,1
467532,Male,Yes,53,Yes,Artist,8.0,1,1.0,0
462646,Male,Yes,63,Yes,Artist,8.0,2,2.0,0
465999,Female,Yes,32,No,Artist,8.0,1,1.0,0
461166,Female,Yes,41,Yes,Entertainment,5.0,3,1.0,0
460143,Male,Yes,38,Yes,Entertainment,0.0,1,2.0,1
463436,Female,No,25,No,Doctor,0.0,1,3.0,2
465090,Male,Yes,57,Yes,Artist,0.0,2,2.0,1
466368,Male,No,37,Yes,Doctor,0.0,1,1.0,1
466809,Female,Yes,33,Yes,Entertainment,0.0,1,5.0,2
462676,Female,Yes,48,Yes,Entertainment,0.0,2,4.0,2
466924,Female,No,22,No,Healthcare,0.0,1,6.0,2
466719,Male,Yes,68,No,Executive,1.0,3,2.0,1
460141,Male,No,35,Yes,Artist,13.0,1,1.0,0
467936,Male,No,27,No,Healthcare,1.0,1,4.0,2
465799,Male,Yes,52,Yes,Artist,1.0,1,4.0,1
461745,Male,Yes,46,No,Entertainment,8.0,1,1.0,0
465548,Female,No,40,Yes,Artist,0.0,1,4.0,2
459359,Male,Yes,46,Yes,Entertainment,0.0,2,4.0,2
461810,Female,Yes,62,Yes,Homemaker,1.0,1,1.0,1
460024,Female,Yes,43,Yes,Entertainment,8.0,1,1.0,0
462952,Male,Yes,46,Yes,Entertainment,8.0,1,1.0,0
461862,Female,No,42,Yes,Artist,9.0,1,1.0,0
462136,Female,No,31,Yes,Healthcare,9.0,1,4.0,0
464676,Male,No,19,No,Entertainment,1.0,1,6.0,2
461601,Male,Yes,36,Yes,Artist,1.0,2,2.0,1
466465,Male,Yes,43,Yes,Engineer,5.0,3,2.0,0
462067,Male,No,32,No,Doctor,9.0,1,4.0,0
460549,Male,No,40,Yes,Artist,8.0,1,2.0,0
466732,Female,Yes,48,Yes,Engineer,0.0,3,2.0,1
467579,Male,No,38,Yes,Doctor,7.0,1,1.0,0
465824,Male,Yes,68,No,Lawyer,2.0,1,3.0,1
464637,Female,No,38,Yes,Marketing,2.0,1,4.0,2
463343,Male,Yes,35,Yes,Artist,2.0,1,3.0,2
467206,Female,No,52,Yes,Artist,2.0,1,1.0,1
466756,Male,Yes,60,Yes,Artist,0.0,2,2.0,1
462386,Female,No,26,Yes,Healthcare,1.0,1,5.0,2
467402,Female,No,28,Yes,Artist,5.0,1,4.0,2
464976,Male,Yes,75,No,Lawyer,1.0,1,1.0,1
464983,Female,Yes,25,No,Entertainment,2.0,1,2.0,2
466974,Female,Yes,35,Yes,Artist,8.0,2,2.0,0
462866,Male,Yes,56,Yes,Doctor,0.0,1,1.0,1
466453,Male,Yes,41,Yes,Entertainment,2.0,2,2.0,1
463529,Male,No,37,Yes,Marketing,2.0,1,1.0,1
463651,Female,No,36,Yes,Healthcare,1.0,1,2.0,1
463555,Female,No,31,Yes,Artist,0.0,1,2.0,2
464314,Male,Yes,68,No,Lawyer,0.0,1,2.0,1
461350,Male,No,30,No,Healthcare,1.0,1,4.0,2
462354,Male,Yes,62,No,Artist,1.0,2,2.0,1
462145,Female,No,39,Yes,Homemaker,10.0,1,1.0,0
461041,Female,Yes,72,No,Lawyer,0.0,3,7.0,2
461946,Male,No,31,Yes,Healthcare,1.0,1,3.0,2
466105,Female,Yes,65,Yes,Artist,1.0,2,4.0,1
467598,Male,Yes,68,Yes,Artist,1.0,1,1.0,1
464639,Male,Yes,39,No,Entertainment,1.0,2,4.0,2
463143,Female,Yes,52,Yes,Entertainment,1.0,1,2.0,1
465791,Female,No,28,No,Healthcare,8.0,1,4.0,0
464418,Male,Yes,43,Yes,Artist,8.0,2,2.0,0
460782,Male,Yes,77,Yes,Artist,1.0,3,2.0,1
467425,Female,No,42,Yes,Artist,13.0,1,1.0,0
461986,Male,No,31,Yes,Healthcare,14.0,1,4.0,0
461306,Male,No,21,No,Doctor,14.0,1,4.0,0
467030,Male,No,26,Yes,Artist,1.0,1,2.0,2
461753,Female,No,35,Yes,Artist,0.0,1,1.0,1
464142,Female,Yes,76,Yes,Artist,1.0,3,2.0,1
467047,Female,No,37,No,Homemaker,9.0,1,1.0,0
461863,Male,No,33,No,Doctor,2.0,1,4.0,2
460476,Male,Yes,52,No,Doctor,2.0,2,4.0,1
464176,Female,Yes,40,Yes,Artist,0.0,1,1.0,1
463989,Male,No,79,No,Lawyer,0.0,1,1.0,1
462356,Male,No,47,Yes,Engineer,0.0,1,3.0,1
459871,Female,Yes,78,No,Entertainment,3.0,2,2.0,1
466889,Male,Yes,50,Yes,Executive,0.0,3,4.0,2
465948,Female,Yes,46,Yes,Artist,1.0,2,2.0,1
461496,Male,Yes,47,Yes,Homemaker,1.0,1,1.0,1
462002,Female,No,37,No,Artist,0.0,1,2.0,1
462592,Female,Yes,35,No,Artist,11.0,1,2.0,0
465816,Male,Yes,51,No,Executive,9.0,2,3.0,0
464343,Female,No,51,Yes,Artist,1.0,1,1.0,1
459692,Female,Yes,71,Yes,Lawyer,8.0,3,2.0,0
463206,Male,Yes,77,No,Lawyer,0.0,1,1.0,1
467565,Male,Yes,60,Yes,Artist,0.0,1,3.0,1
467691,Female,Yes,53,Yes,Artist,0.0,2,3.0,1
459520,Female,Yes,43,Yes,Doctor,0.0,1,1.0,1
460816,Female,Yes,49,No,Doctor,11.0,1,2.0,0
464120,Male,No,30,No,Healthcare,8.0,1,3.0,0
463276,Male,Yes,42,No,Executive,8.0,2,2.0,0
462398,Female,Yes,62,Yes,Artist,1.0,1,4.0,1
461006,Male,Yes,22,No,Healthcare,1.0,3,4.0,2
463194,Female,Yes,48,Yes,Artist,0.0,2,2.0,1
462974,Male,Yes,66,Yes,Lawyer,0.0,1,1.0,1
463414,Male,Yes,25,No,Executive,0.0,3,3.0,2
460958,Male,No,26,Yes,Healthcare,1.0,1,5.0,2
463493,Male,Yes,42,Yes,Executive,1.0,3,4.0,2
467540,Male,Yes,52,Yes,Healthcare,0.0,2,4.0,1
466562,Female,No,18,No,Healthcare,5.0,1,4.0,2
459195,Female,Yes,58,Yes,Artist,1.0,2,2.0,1
463352,Male,Yes,37,Yes,Artist,0.0,2,4.0,2
463948,Male,Yes,39,No,Executive,2.0,3,5.0,2
464949,Male,Yes,19,No,Executive,0.0,3,3.0,2
461969,Female,Yes,46,No,Engineer,9.0,2,1.0,0
462127,Male,Yes,68,Yes,Lawyer,0.0,3,2.0,1
467512,Male,Yes,41,No,Artist,0.0,2,2.0,1
461366,Male,No,25,Yes,Healthcare,0.0,1,1.0,1
464674,Male,Yes,50,No,Artist,1.0,2,5.0,2
460540,Female,Yes,30,No,Artist,1.0,2,2.0,2
466813,Male,Yes,59,Yes,Artist,1.0,1,2.0,1
459228,Female,Yes,52,Yes,Artist,0.0,2,4.0,1
462615,Male,No,31,No,Doctor,4.0,1,7.0,2
462945,Male,Yes,51,Yes,Artist,1.0,2,4.0,1
459200,Female,Yes,39,Yes,Artist,2.0,2,4.0,2
465087,Male,No,29,Yes,Doctor,1.0,1,4.0,2
459108,Male,No,23,No,Healthcare,1.0,1,5.0,2
467760,Female,Yes,53,Yes,Artist,4.0,2,5.0,2
464726,Male,Yes,33,Yes,Executive,11.0,3,9.0,0
462146,Male,Yes,69,Yes,Lawyer,0.0,3,4.0,1
464188,Female,No,33,No,Doctor,1.0,1,3.0,2
461055,Female,Yes,52,Yes,Engineer,1.0,2,3.0,1
461718,Female,Yes,48,No,Executive,9.0,2,3.0,0
467667,Male,Yes,28,No,Doctor,8.0,1,2.0,0
461997,Female,No,29,Yes,Artist,8.0,1,1.0,0
460361,Female,Yes,47,Yes,Artist,0.0,1,1.0,1
460315,Female,No,40,No,Doctor,14.0,1,6.0,0
463021,Male,Yes,72,No,Lawyer,0.0,3,2.0,1
467739,Female,Yes,63,No,Artist,1.0,2,4.0,1
463937,Male,No,27,Yes,Entertainment,0.0,1,4.0,2
462598,Female,Yes,38,No,Doctor,9.0,2,5.0,0
467742,Male,Yes,59,Yes,Artist,4.0,3,4.0,1
462918,Male,Yes,38,Yes,Doctor,11.0,2,3.0,0
465308,Female,No,22,No,Doctor,1.0,1,4.0,2
463396,Female,No,25,No,Doctor,3.0,1,4.0,2
466967,Male,Yes,49,Yes,Artist,1.0,1,1.0,1
465145,Male,Yes,45,Yes,Artist,0.0,2,2.0,1
466611,Male,No,21,No,Marketing,7.0,1,3.0,0
463117,Female,No,26,No,Engineer,0.0,1,3.0,2
462056,Female,Yes,52,Yes,Artist,8.0,2,4.0,0
465514,Male,No,27,Yes,Entertainment,1.0,1,5.0,2
460310,Male,No,32,No,Healthcare,12.0,1,4.0,0
464448,Male,Yes,39,Yes,Artist,1.0,2,2.0,1
461473,Female,Yes,41,Yes,Artist,3.0,2,3.0,2
461587,Male,No,26,Yes,Healthcare,0.0,1,3.0,2
459021,Male,Yes,45,Yes,Artist,7.0,1,2.0,0
465861,Female,No,40,Yes,Entertainment,14.0,1,1.0,0
465874,Female,No,26,Yes,Artist,1.0,1,2.0,2
460325,Female,No,63,Yes,Healthcare,3.0,1,1.0,1
460333,Female,No,40,No,Entertainment,12.0,1,4.0,0
467043,Male,No,53,Yes,Entertainment,4.0,1,1.0,1
461937,Female,No,41,Yes,Doctor,1.0,1,1.0,1
467262,Female,Yes,77,No,Lawyer,1.0,3,2.0,1
465794,Female,No,32,No,Lawyer,0.0,1,4.0,2
460421,Male,Yes,30,Yes,Artist,0.0,1,1.0,1
462180,Female,Yes,60,Yes,Engineer,4.0,2,4.0,1
462681,Female,Yes,59,Yes,Entertainment,7.0,2,2.0,0
465461,Male,Yes,72,No,Entertainment,1.0,2,3.0,1
459356,Male,No,63,Yes,Artist,4.0,1,1.0,1
459216,Female,No,42,Yes,Artist,1.0,1,2.0,1
465283,Male,Yes,53,No,Executive,0.0,3,2.0,1
465296,Female,Yes,76,Yes,Lawyer,5.0,3,3.0,1
461239,Female,No,40,Yes,Entertainment,5.0,1,1.0,0
463870,Female,No,28,No,Healthcare,1.0,1,2.0,2
467550,Male,No,27,Yes,Doctor,0.0,1,2.0,2
459382,Female,No,41,Yes,Engineer,0.0,1,1.0,1
463134,Male,No,29,Yes,Entertainment,0.0,1,1.0,1
459917,Male,No,43,Yes,Artist,11.0,1,1.0,0
463037,Male,Yes,57,Yes,Entertainment,1.0,2,4.0,1
461209,Female,No,31,No,Healthcare,9.0,1,1.0,0
461524,Male,No,68,Yes,Lawyer,1.0,1,1.0,1
465038,Male,Yes,46,No,Executive,0.0,3,4.0,2
461849,Male,No,32,No,Healthcare,0.0,1,4.0,2
459654,Male,Yes,51,Yes,Artist,5.0,2,3.0,1
463620,Male,No,19,No,Healthcare,1.0,1,4.0,2
466862,Female,No,26,No,Healthcare,9.0,1,4.0,0
463794,Female,No,32,Yes,Healthcare,9.0,1,5.0,0
461743,Male,Yes,62,Yes,Doctor,1.0,3,2.0,1
466994,Male,Yes,47,Yes,Artist,1.0,2,2.0,1
467210,Male,Yes,28,Yes,Homemaker,13.0,2,2.0,0
460059,Female,No,48,No,Entertainment,2.0,1,2.0,1
466946,Male,Yes,61,Yes,Entertainment,0.0,2,2.0,1
462189,Female,No,25,No,Marketing,1.0,1,4.0,2
466011,Male,Yes,74,Yes,Lawyer,1.0,3,2.0,1
462162,Male,Yes,38,No,Artist,1.0,1,2.0,1
463977,Male,Yes,28,Yes,Healthcare,9.0,3,2.0,0
466692,Female,Yes,27,No,Engineer,1.0,1,1.0,1
465232,Male,Yes,56,Yes,Executive,0.0,3,4.0,1
461018,Male,No,25,No,Marketing,0.0,1,3.0,2
465607,Female,No,37,Yes,Artist,7.0,1,2.0,0
467801,Female,Yes,50,Yes,Doctor,0.0,2,2.0,1
465858,Female,Yes,48,Yes,Artist,3.0,1,1.0,1
467117,Male,No,48,Yes,Artist,0.0,1,1.0,1
462762,Male,Yes,48,Yes,Artist,0.0,3,4.0,2
462973,Male,Yes,39,Yes,Artist,9.0,2,2.0,0
466551,Male,Yes,36,Yes,Artist,9.0,2,2.0,0
461569,Male,Yes,63,Yes,Artist,1.0,1,1.0,1
459253,Male,Yes,36,Yes,Artist,1.0,2,4.0,2
467755,Male,Yes,37,Yes,Artist,6.0,1,2.0,0
459943,Male,No,42,Yes,Entertainment,2.0,1,3.0,1
465480,Male,Yes,39,No,Doctor,1.0,3,2.0,1
466029,Female,No,28,No,Executive,0.0,1,1.0,1
466806,Male,Yes,40,Yes,Healthcare,0.0,1,1.0,1
462782,Male,Yes,57,Yes,Executive,7.0,3,2.0,0
461479,Female,Yes,51,Yes,Artist,1.0,2,3.0,1
461027,Female,Yes,43,No,Engineer,8.0,2,5.0,0
460494,Female,No,28,No,Marketing,1.0,1,4.0,2
460565,Female,Yes,42,No,Homemaker,8.0,2,4.0,0
465247,Male,No,18,No,Healthcare,6.0,1,7.0,2
465993,Female,No,27,No,Engineer,0.0,1,2.0,2
459463,Female,Yes,62,Yes,Artist,0.0,2,3.0,1
460170,Male,Yes,68,No,Artist,0.0,1,1.0,1
463200,Male,Yes,42,Yes,Entertainment,0.0,2,2.0,1
458986,Male,No,18,No,Healthcare,7.0,1,4.0,0
467390,Male,Yes,46,Yes,Artist,0.0,1,2.0,1
459349,Female,Yes,48,Yes,Artist,0.0,3,4.0,2
467144,Male,Yes,35,Yes,Entertainment,1.0,1,2.0,1
460750,Male,Yes,56,Yes,Entertainment,0.0,2,2.0,1
462644,Male,Yes,25,No,Engineer,1.0,2,3.0,2
463386,Female,Yes,43,Yes,Doctor,6.0,1,1.0,0
463770,Male,No,25,No,Healthcare,1.0,1,4.0,2
459434,Female,Yes,78,No,Lawyer,1.0,1,1.0,1
467417,Female,Yes,53,Yes,Artist,4.0,2,6.0,2
461048,Male,Yes,33,Yes,Doctor,10.0,2,2.0,0
461428,Male,No,49,Yes,Artist,1.0,1,1.0,1
461213,Female,No,31,Yes,Healthcare,1.0,1,4.0,2
464975,Male,Yes,65,Yes,Doctor,5.0,1,4.0,1
461565,Male,Yes,51,Yes,Entertainment,4.0,2,2.0,1
462213,Male,No,19,No,Doctor,1.0,1,2.0,2
467716,Male,Yes,41,Yes,Artist,4.0,2,3.0,2
460285,Female,No,57,Yes,Doctor,0.0,1,2.0,1
461455,Female,Yes,35,Yes,Artist,0.0,2,2.0,1
467920,Female,No,40,No,Engineer,8.0,1,1.0,0
467244,Male,No,26,Yes,Healthcare,0.0,1,5.0,2
463460,Male,Yes,52,Yes,Artist,0.0,2,2.0,1
462976,Female,Yes,50,Yes,Engineer,0.0,2,2.0,1
461589,Male,Yes,41,Yes,Artist,1.0,2,2.0,1
463269,Male,Yes,36,Yes,Entertainment,2.0,2,2.0,1
464815,Male,Yes,22,No,Doctor,2.0,3,9.0,2
465552,Female,Yes,23,No,Healthcare,0.0,1,7.0,2
463587,Female,No,27,No,Engineer,1.0,1,4.0,2
467200,Female,No,75,Yes,Lawyer,0.0,1,2.0,1
462436,Male,No,32,Yes,Healthcare,0.0,1,3.0,2
463207,Female,Yes,51,Yes,Artist,1.0,2,2.0,1
463853,Female,Yes,58,Yes,Artist,0.0,2,4.0,1
459443,Female,Yes,50,Yes,Artist,8.0,2,2.0,0
466489,Male,Yes,55,Yes,Homemaker,1.0,2,4.0,1
464388,Female,No,30,No,Engineer,11.0,1,1.0,0
467662,Male,No,29,Yes,Artist,11.0,1,1.0,0
466832,Female,Yes,69,Yes,Artist,0.0,2,2.0,1
464496,Female,Yes,41,No,Marketing,1.0,3,5.0,2
465271,Male,Yes,47,No,Executive,0.0,3,5.0,2
467621,Male,Yes,76,Yes,Lawyer,1.0,1,1.0,1
467526,Male,No,21,No,Healthcare,1.0,1,3.0,2
464050,Female,No,30,Yes,Artist,0.0,1,1.0,1
460510,Male,Yes,35,Yes,Entertainment,0.0,2,2.0,1
462339,Male,No,33,Yes,Artist,3.0,1,5.0,2
467670,Male,No,25,No,Engineer,3.0,1,3.0,2
464844,Female,No,31,Yes,Healthcare,1.0,1,4.0,2
464681,Female,Yes,25,No,Engineer,4.0,2,5.0,2
467640,Female,Yes,38,Yes,Artist,4.0,1,3.0,2
459381,Male,Yes,56,Yes,Artist,4.0,1,2.0,1
461095,Female,No,21,No,Healthcare,4.0,1,3.0,2
464963,Female,Yes,47,Yes,Entertainment,1.0,1,2.0,1
461422,Male,Yes,52,Yes,Executive,1.0,2,6.0,2
460853,Female,Yes,63,Yes,Artist,1.0,3,3.0,1
461505,Female,Yes,39,No,Artist,0.0,3,3.0,2
467832,Female,No,20,No,Healthcare,4.0,1,3.0,2
466398,Male,No,21,No,Healthcare,1.0,1,4.0,2
465587,Male,Yes,42,Yes,Entertainment,1.0,1,5.0,2
467109,Male,No,38,No,Doctor,0.0,1,5.0,2
460350,Female,No,43,Yes,Healthcare,2.0,1,1.0,1
466863,Female,No,28,No,Homemaker,10.0,1,1.0,0
459767,Male,No,21,No,Healthcare,4.0,1,4.0,2
465640,Male,Yes,50,Yes,Artist,7.0,2,2.0,0
462903,Male,Yes,72,Yes,Entertainment,7.0,2,2.0,1
463631,Male,No,25,No,Healthcare,0.0,1,5.0,2
467797,Male,Yes,58,Yes,Artist,1.0,3,2.0,1
467818,Female,Yes,37,Yes,Artist,5.0,3,3.0,0
459120,Male,No,23,No,Healthcare,5.0,1,5.0,2
463326,Female,No,23,No,Healthcare,0.0,1,3.0,2
466493,Male,Yes,77,No,Lawyer,0.0,3,2.0,1
466847,Female,No,33,No,Doctor,0.0,1,2.0,1
464396,Male,Yes,35,Yes,Entertainment,1.0,2,3.0,2
463946,Male,No,25,No,Healthcare,4.0,1,3.0,2
466687,Male,No,22,No,Healthcare,0.0,1,3.0,2
467908,Female,Yes,42,Yes,Engineer,0.0,3,4.0,2
461062,Female,No,25,No,Executive,1.0,1,3.0,2
466526,Male,No,33,No,Healthcare,1.0,1,5.0,2
464423,Male,Yes,51,Yes,Entertainment,0.0,2,5.0,2
465284,Female,No,31,No,Marketing,8.0,1,4.0,0
463530,Female,No,32,No,Entertainment,12.0,1,5.0,0
462415,Male,No,32,No,Doctor,0.0,1,1.0,1
460066,Female,No,45,No,Marketing,0.0,1,1.0,1
464242,Male,No,37,Yes,Engineer,1.0,1,3.0,2
465259,Female,No,23,No,Healthcare,1.0,1,4.0,2
460083,Female,No,52,Yes,Artist,9.0,1,1.0,0
461669,Female,Yes,42,No,Engineer,0.0,2,2.0,1
461060,Male,Yes,59,Yes,Executive,1.0,3,5.0,2
459198,Female,Yes,66,Yes,Artist,0.0,2,3.0,1
466163,Male,Yes,79,Yes,Lawyer,1.0,1,1.0,1
465362,Female,Yes,52,Yes,Engineer,0.0,2,4.0,1
464678,Male,Yes,47,Yes,Executive,1.0,3,5.0,2
464514,Male,Yes,42,Yes,Artist,0.0,2,3.0,1
463848,Male,Yes,48,Yes,Artist,1.0,2,4.0,2
462144,Female,No,39,Yes,Artist,3.0,1,1.0,1
